Using cuda for training.
Training:Epoch[009/030] Iteration[335/454] Loss: 0.0024 Acc:99.92%
Training:Epoch[009/030] Iteration[336/454] Loss: 0.0026 Acc:99.92%
Training:Epoch[009/030] Iteration[337/454] Loss: 0.0044 Acc:99.92%
Training:Epoch[009/030] Iteration[338/454] Loss: 0.0048 Acc:99.92%
Training:Epoch[009/030] Iteration[339/454] Loss: 0.0033 Acc:99.92%
Training:Epoch[009/030] Iteration[340/454] Loss: 0.0075 Acc:99.92%
Training:Epoch[009/030] Iteration[341/454] Loss: 0.0014 Acc:99.92%
Training:Epoch[009/030] Iteration[342/454] Loss: 0.0008 Acc:99.92%
Training:Epoch[009/030] Iteration[343/454] Loss: 0.0025 Acc:99.92%
Training:Epoch[009/030] Iteration[344/454] Loss: 0.0024 Acc:99.92%
Training:Epoch[009/030] Iteration[345/454] Loss: 0.0011 Acc:99.92%
Training:Epoch[009/030] Iteration[346/454] Loss: 0.0024 Acc:99.92%
Training:Epoch[009/030] Iteration[347/454] Loss: 0.0016 Acc:99.92%
Training:Epoch[009/030] Iteration[348/454] Loss: 0.0034 Acc:99.92%
Training:Epoch[009/030] Iteration[349/454] Loss: 0.0034 Acc:99.92%
Training:Epoch[009/030] Iteration[350/454] Loss: 0.0028 Acc:99.92%
Training:Epoch[009/030] Iteration[351/454] Loss: 0.0016 Acc:99.92%
Training:Epoch[009/030] Iteration[352/454] Loss: 0.0011 Acc:99.92%
Training:Epoch[009/030] Iteration[353/454] Loss: 0.0016 Acc:99.92%
Training:Epoch[009/030] Iteration[354/454] Loss: 0.0031 Acc:99.92%
Training:Epoch[009/030] Iteration[355/454] Loss: 0.0035 Acc:99.92%
Training:Epoch[009/030] Iteration[356/454] Loss: 0.0056 Acc:99.92%
Training:Epoch[009/030] Iteration[357/454] Loss: 0.0030 Acc:99.92%
Training:Epoch[009/030] Iteration[358/454] Loss: 0.0030 Acc:99.92%
Training:Epoch[009/030] Iteration[359/454] Loss: 0.0017 Acc:99.92%
Training:Epoch[009/030] Iteration[360/454] Loss: 0.0025 Acc:99.92%
Training:Epoch[009/030] Iteration[361/454] Loss: 0.0012 Acc:99.92%
Training:Epoch[009/030] Iteration[362/454] Loss: 0.0012 Acc:99.92%
Training:Epoch[009/030] Iteration[363/454] Loss: 0.0028 Acc:99.92%
Training:Epoch[009/030] Iteration[364/454] Loss: 0.0009 Acc:99.92%
Training:Epoch[009/030] Iteration[365/454] Loss: 0.0005 Acc:99.92%
Training:Epoch[009/030] Iteration[366/454] Loss: 0.0018 Acc:99.92%
Training:Epoch[009/030] Iteration[367/454] Loss: 0.0026 Acc:99.92%
Training:Epoch[009/030] Iteration[368/454] Loss: 0.0014 Acc:99.92%
Training:Epoch[009/030] Iteration[369/454] Loss: 0.0030 Acc:99.92%
Training:Epoch[009/030] Iteration[370/454] Loss: 0.0020 Acc:99.92%
Training:Epoch[009/030] Iteration[371/454] Loss: 0.0009 Acc:99.92%
Training:Epoch[009/030] Iteration[372/454] Loss: 0.0008 Acc:99.92%
Training:Epoch[009/030] Iteration[373/454] Loss: 0.0009 Acc:99.92%
Training:Epoch[009/030] Iteration[374/454] Loss: 0.0035 Acc:99.92%
Training:Epoch[009/030] Iteration[375/454] Loss: 0.0005 Acc:99.92%
Training:Epoch[009/030] Iteration[376/454] Loss: 0.0019 Acc:99.92%
Training:Epoch[009/030] Iteration[377/454] Loss: 0.0017 Acc:99.92%
Training:Epoch[009/030] Iteration[378/454] Loss: 0.0010 Acc:99.92%
Training:Epoch[009/030] Iteration[379/454] Loss: 0.0008 Acc:99.92%
Training:Epoch[009/030] Iteration[380/454] Loss: 0.0014 Acc:99.92%
Training:Epoch[009/030] Iteration[381/454] Loss: 0.0015 Acc:99.92%
Training:Epoch[009/030] Iteration[382/454] Loss: 0.0004 Acc:99.92%
Training:Epoch[009/030] Iteration[383/454] Loss: 0.0007 Acc:99.92%
Training:Epoch[009/030] Iteration[384/454] Loss: 0.0011 Acc:99.92%
Training:Epoch[009/030] Iteration[385/454] Loss: 0.0025 Acc:99.92%
Training:Epoch[009/030] Iteration[386/454] Loss: 0.0026 Acc:99.92%
Training:Epoch[009/030] Iteration[387/454] Loss: 0.0004 Acc:99.92%
Training:Epoch[009/030] Iteration[388/454] Loss: 0.0032 Acc:99.92%
Training:Epoch[009/030] Iteration[389/454] Loss: 0.0005 Acc:99.92%
Training:Epoch[009/030] Iteration[390/454] Loss: 0.0021 Acc:99.92%
Training:Epoch[009/030] Iteration[391/454] Loss: 0.0007 Acc:99.92%
Training:Epoch[009/030] Iteration[392/454] Loss: 0.0009 Acc:99.92%
Training:Epoch[009/030] Iteration[393/454] Loss: 0.0009 Acc:99.92%
Training:Epoch[009/030] Iteration[394/454] Loss: 0.0017 Acc:99.92%
Training:Epoch[009/030] Iteration[395/454] Loss: 0.0005 Acc:99.92%
Training:Epoch[009/030] Iteration[396/454] Loss: 0.0007 Acc:99.92%
Training:Epoch[009/030] Iteration[397/454] Loss: 0.0023 Acc:99.92%
Training:Epoch[009/030] Iteration[398/454] Loss: 0.0006 Acc:99.92%
Training:Epoch[009/030] Iteration[399/454] Loss: 0.0030 Acc:99.92%
Training:Epoch[009/030] Iteration[400/454] Loss: 0.0013 Acc:99.92%
Training:Epoch[009/030] Iteration[401/454] Loss: 0.0022 Acc:99.92%
Training:Epoch[009/030] Iteration[402/454] Loss: 0.0022 Acc:99.92%
Training:Epoch[009/030] Iteration[403/454] Loss: 0.0004 Acc:99.92%
Training:Epoch[009/030] Iteration[404/454] Loss: 0.0023 Acc:99.92%
Training:Epoch[009/030] Iteration[405/454] Loss: 0.0019 Acc:99.92%
Training:Epoch[009/030] Iteration[406/454] Loss: 0.0028 Acc:99.92%
Training:Epoch[009/030] Iteration[407/454] Loss: 0.0014 Acc:99.92%
Training:Epoch[009/030] Iteration[408/454] Loss: 0.0012 Acc:99.92%
Training:Epoch[009/030] Iteration[409/454] Loss: 0.0044 Acc:99.92%
Training:Epoch[009/030] Iteration[410/454] Loss: 0.0010 Acc:99.92%
Training:Epoch[009/030] Iteration[411/454] Loss: 0.0015 Acc:99.92%
Training:Epoch[009/030] Iteration[412/454] Loss: 0.0040 Acc:99.92%
Training:Epoch[009/030] Iteration[413/454] Loss: 0.0012 Acc:99.92%
Training:Epoch[009/030] Iteration[414/454] Loss: 0.0013 Acc:99.92%
Training:Epoch[009/030] Iteration[415/454] Loss: 0.0046 Acc:99.92%
Training:Epoch[009/030] Iteration[416/454] Loss: 0.0016 Acc:99.92%
Training:Epoch[009/030] Iteration[417/454] Loss: 0.0006 Acc:99.92%
Training:Epoch[009/030] Iteration[418/454] Loss: 0.0017 Acc:99.92%
Training:Epoch[009/030] Iteration[419/454] Loss: 0.0005 Acc:99.92%
Training:Epoch[009/030] Iteration[420/454] Loss: 0.0064 Acc:99.92%
Training:Epoch[009/030] Iteration[421/454] Loss: 0.0010 Acc:99.92%
Training:Epoch[009/030] Iteration[422/454] Loss: 0.0038 Acc:99.92%
Training:Epoch[009/030] Iteration[423/454] Loss: 0.0044 Acc:99.92%
Training:Epoch[009/030] Iteration[424/454] Loss: 0.0014 Acc:99.92%
Training:Epoch[009/030] Iteration[425/454] Loss: 0.0024 Acc:99.92%
Training:Epoch[009/030] Iteration[426/454] Loss: 0.0024 Acc:99.92%
Training:Epoch[009/030] Iteration[427/454] Loss: 0.0014 Acc:99.92%
Training:Epoch[009/030] Iteration[428/454] Loss: 0.0014 Acc:99.92%
Training:Epoch[009/030] Iteration[429/454] Loss: 0.0031 Acc:99.92%
Training:Epoch[009/030] Iteration[430/454] Loss: 0.0030 Acc:99.92%
Training:Epoch[009/030] Iteration[431/454] Loss: 0.0033 Acc:99.92%
Training:Epoch[009/030] Iteration[432/454] Loss: 0.0027 Acc:99.92%
Training:Epoch[009/030] Iteration[433/454] Loss: 0.0011 Acc:99.92%
Training:Epoch[009/030] Iteration[434/454] Loss: 0.0011 Acc:99.92%
Training:Epoch[009/030] Iteration[435/454] Loss: 0.0020 Acc:99.92%
Training:Epoch[009/030] Iteration[436/454] Loss: 0.0020 Acc:99.92%
Training:Epoch[009/030] Iteration[437/454] Loss: 0.0011 Acc:99.92%
Training:Epoch[009/030] Iteration[438/454] Loss: 0.0030 Acc:99.92%
Training:Epoch[009/030] Iteration[439/454] Loss: 0.0035 Acc:99.92%
Training:Epoch[009/030] Iteration[440/454] Loss: 0.0043 Acc:99.92%
Training:Epoch[009/030] Iteration[441/454] Loss: 0.0012 Acc:99.92%
Training:Epoch[009/030] Iteration[442/454] Loss: 0.0015 Acc:99.92%
Training:Epoch[009/030] Iteration[443/454] Loss: 0.0011 Acc:99.92%
Training:Epoch[009/030] Iteration[444/454] Loss: 0.0009 Acc:99.92%
Training:Epoch[009/030] Iteration[445/454] Loss: 0.0032 Acc:99.92%
Training:Epoch[009/030] Iteration[446/454] Loss: 0.0031 Acc:99.92%
Training:Epoch[009/030] Iteration[447/454] Loss: 0.0018 Acc:99.92%
Training:Epoch[009/030] Iteration[448/454] Loss: 0.0032 Acc:99.92%
Training:Epoch[009/030] Iteration[449/454] Loss: 0.0044 Acc:99.92%
Training:Epoch[009/030] Iteration[450/454] Loss: 0.0010 Acc:99.92%
Training:Epoch[009/030] Iteration[451/454] Loss: 0.0023 Acc:99.92%
Training:Epoch[009/030] Iteration[452/454] Loss: 0.0011 Acc:99.92%
Training:Epoch[009/030] Iteration[453/454] Loss: 0.0007 Acc:99.92%
Training:Epoch[009/030] Iteration[454/454] Loss: 0.0007 Acc:99.92%
Valid:	 Epoch[009/030] Iteration[001/126] Loss: 0.0297 Acc:99.22%
Valid:	 Epoch[009/030] Iteration[002/126] Loss: 0.0277 Acc:99.25%
Valid:	 Epoch[009/030] Iteration[003/126] Loss: 0.0337 Acc:99.17%
Valid:	 Epoch[009/030] Iteration[004/126] Loss: 0.0362 Acc:99.16%
Valid:	 Epoch[009/030] Iteration[005/126] Loss: 0.0375 Acc:99.15%
Valid:	 Epoch[009/030] Iteration[006/126] Loss: 0.0303 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[007/126] Loss: 0.0357 Acc:99.15%
Valid:	 Epoch[009/030] Iteration[008/126] Loss: 0.0331 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[009/126] Loss: 0.0446 Acc:99.13%
Valid:	 Epoch[009/030] Iteration[010/126] Loss: 0.0469 Acc:99.11%
Valid:	 Epoch[009/030] Iteration[011/126] Loss: 0.0371 Acc:99.11%
Valid:	 Epoch[009/030] Iteration[012/126] Loss: 0.0285 Acc:99.11%
Valid:	 Epoch[009/030] Iteration[013/126] Loss: 0.0325 Acc:99.12%
Valid:	 Epoch[009/030] Iteration[014/126] Loss: 0.0389 Acc:99.11%
Valid:	 Epoch[009/030] Iteration[015/126] Loss: 0.0374 Acc:99.11%
Valid:	 Epoch[009/030] Iteration[016/126] Loss: 0.0311 Acc:99.10%
Valid:	 Epoch[009/030] Iteration[017/126] Loss: 0.0480 Acc:99.09%
Valid:	 Epoch[009/030] Iteration[018/126] Loss: 0.0412 Acc:99.10%
Valid:	 Epoch[009/030] Iteration[019/126] Loss: 0.0418 Acc:99.10%
Valid:	 Epoch[009/030] Iteration[020/126] Loss: 0.0277 Acc:99.11%
Valid:	 Epoch[009/030] Iteration[021/126] Loss: 0.0527 Acc:99.09%
Valid:	 Epoch[009/030] Iteration[022/126] Loss: 0.0397 Acc:99.09%
Valid:	 Epoch[009/030] Iteration[023/126] Loss: 0.0335 Acc:99.10%
Valid:	 Epoch[009/030] Iteration[024/126] Loss: 0.0338 Acc:99.11%
Valid:	 Epoch[009/030] Iteration[025/126] Loss: 0.0382 Acc:99.11%
Valid:	 Epoch[009/030] Iteration[026/126] Loss: 0.0261 Acc:99.12%
Valid:	 Epoch[009/030] Iteration[027/126] Loss: 0.0400 Acc:99.12%
Valid:	 Epoch[009/030] Iteration[028/126] Loss: 0.0336 Acc:99.12%
Valid:	 Epoch[009/030] Iteration[029/126] Loss: 0.0324 Acc:99.12%
Valid:	 Epoch[009/030] Iteration[030/126] Loss: 0.0460 Acc:99.11%
Valid:	 Epoch[009/030] Iteration[031/126] Loss: 0.0309 Acc:99.12%
Valid:	 Epoch[009/030] Iteration[032/126] Loss: 0.0388 Acc:99.12%
Valid:	 Epoch[009/030] Iteration[033/126] Loss: 0.0271 Acc:99.12%
Valid:	 Epoch[009/030] Iteration[034/126] Loss: 0.0316 Acc:99.12%
Valid:	 Epoch[009/030] Iteration[035/126] Loss: 0.0401 Acc:99.12%
Valid:	 Epoch[009/030] Iteration[036/126] Loss: 0.0216 Acc:99.13%
Valid:	 Epoch[009/030] Iteration[037/126] Loss: 0.0337 Acc:99.13%
Valid:	 Epoch[009/030] Iteration[038/126] Loss: 0.0355 Acc:99.13%
Valid:	 Epoch[009/030] Iteration[039/126] Loss: 0.0381 Acc:99.13%
Valid:	 Epoch[009/030] Iteration[040/126] Loss: 0.0321 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[041/126] Loss: 0.0447 Acc:99.13%
Valid:	 Epoch[009/030] Iteration[042/126] Loss: 0.0224 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[043/126] Loss: 0.0384 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[044/126] Loss: 0.0439 Acc:99.13%
Valid:	 Epoch[009/030] Iteration[045/126] Loss: 0.0427 Acc:99.13%
Valid:	 Epoch[009/030] Iteration[046/126] Loss: 0.0337 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[047/126] Loss: 0.0485 Acc:99.13%
Valid:	 Epoch[009/030] Iteration[048/126] Loss: 0.0467 Acc:99.13%
Valid:	 Epoch[009/030] Iteration[049/126] Loss: 0.0325 Acc:99.13%
Valid:	 Epoch[009/030] Iteration[050/126] Loss: 0.0377 Acc:99.13%
Valid:	 Epoch[009/030] Iteration[051/126] Loss: 0.0329 Acc:99.13%
Valid:	 Epoch[009/030] Iteration[052/126] Loss: 0.0426 Acc:99.13%
Valid:	 Epoch[009/030] Iteration[053/126] Loss: 0.0388 Acc:99.13%
Valid:	 Epoch[009/030] Iteration[054/126] Loss: 0.0320 Acc:99.13%
Valid:	 Epoch[009/030] Iteration[055/126] Loss: 0.0407 Acc:99.13%
Valid:	 Epoch[009/030] Iteration[056/126] Loss: 0.0263 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[057/126] Loss: 0.0343 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[058/126] Loss: 0.0476 Acc:99.13%
Valid:	 Epoch[009/030] Iteration[059/126] Loss: 0.0273 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[060/126] Loss: 0.0343 Acc:99.13%
Valid:	 Epoch[009/030] Iteration[061/126] Loss: 0.0393 Acc:99.13%
Valid:	 Epoch[009/030] Iteration[062/126] Loss: 0.0249 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[063/126] Loss: 0.0403 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[064/126] Loss: 0.0477 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[065/126] Loss: 0.0377 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[066/126] Loss: 0.0437 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[067/126] Loss: 0.0256 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[068/126] Loss: 0.0262 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[069/126] Loss: 0.0316 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[070/126] Loss: 0.0235 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[071/126] Loss: 0.0340 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[072/126] Loss: 0.0404 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[073/126] Loss: 0.0465 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[074/126] Loss: 0.0309 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[075/126] Loss: 0.0479 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[076/126] Loss: 0.0277 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[077/126] Loss: 0.0330 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[078/126] Loss: 0.0351 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[079/126] Loss: 0.0289 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[080/126] Loss: 0.0338 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[081/126] Loss: 0.0393 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[082/126] Loss: 0.0444 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[083/126] Loss: 0.0396 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[084/126] Loss: 0.0238 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[085/126] Loss: 0.0430 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[086/126] Loss: 0.0279 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[087/126] Loss: 0.0276 Acc:99.15%
Valid:	 Epoch[009/030] Iteration[088/126] Loss: 0.0343 Acc:99.15%
Valid:	 Epoch[009/030] Iteration[089/126] Loss: 0.0330 Acc:99.15%
Valid:	 Epoch[009/030] Iteration[090/126] Loss: 0.0308 Acc:99.15%
Valid:	 Epoch[009/030] Iteration[091/126] Loss: 0.0325 Acc:99.15%
Valid:	 Epoch[009/030] Iteration[092/126] Loss: 0.0424 Acc:99.15%
Valid:	 Epoch[009/030] Iteration[093/126] Loss: 0.0262 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[094/126] Loss: 0.0516 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[095/126] Loss: 0.0348 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[096/126] Loss: 0.0431 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[097/126] Loss: 0.0372 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[098/126] Loss: 0.0470 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[099/126] Loss: 0.0239 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[100/126] Loss: 0.0264 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[101/126] Loss: 0.0397 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[102/126] Loss: 0.0393 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[103/126] Loss: 0.0313 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[104/126] Loss: 0.0383 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[105/126] Loss: 0.0397 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[106/126] Loss: 0.0407 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[107/126] Loss: 0.0332 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[108/126] Loss: 0.0335 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[109/126] Loss: 0.0351 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[110/126] Loss: 0.0444 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[111/126] Loss: 0.0371 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[112/126] Loss: 0.0396 Acc:99.14%
Valid:	 Epoch[009/030] Iteration[113/126] Loss: 0.1000 Acc:99.12%
Valid:	 Epoch[009/030] Iteration[114/126] Loss: 0.1238 Acc:99.11%
Valid:	 Epoch[009/030] Iteration[115/126] Loss: 0.1083 Acc:99.09%
Valid:	 Epoch[009/030] Iteration[116/126] Loss: 0.1338 Acc:99.07%
Valid:	 Epoch[009/030] Iteration[117/126] Loss: 0.1209 Acc:99.05%
Valid:	 Epoch[009/030] Iteration[118/126] Loss: 0.1266 Acc:99.03%
Valid:	 Epoch[009/030] Iteration[119/126] Loss: 0.1187 Acc:99.02%
Valid:	 Epoch[009/030] Iteration[120/126] Loss: 0.1334 Acc:99.00%
Valid:	 Epoch[009/030] Iteration[121/126] Loss: 0.1293 Acc:98.98%
Valid:	 Epoch[009/030] Iteration[122/126] Loss: 0.1141 Acc:98.97%
Valid:	 Epoch[009/030] Iteration[123/126] Loss: 0.1219 Acc:98.95%
Valid:	 Epoch[009/030] Iteration[124/126] Loss: 0.1090 Acc:98.94%
Valid:	 Epoch[009/030] Iteration[125/126] Loss: 0.1285 Acc:98.92%
Valid:	 Epoch[009/030] Iteration[126/126] Loss: 0.0943 Acc:98.92%
Training:Epoch[010/030] Iteration[001/454] Loss: 0.0014 Acc:99.95%
Training:Epoch[010/030] Iteration[002/454] Loss: 0.0004 Acc:99.98%
Training:Epoch[010/030] Iteration[003/454] Loss: 0.0018 Acc:99.96%
Training:Epoch[010/030] Iteration[004/454] Loss: 0.0048 Acc:99.94%
Training:Epoch[010/030] Iteration[005/454] Loss: 0.0015 Acc:99.94%
Training:Epoch[010/030] Iteration[006/454] Loss: 0.0014 Acc:99.94%
Training:Epoch[010/030] Iteration[007/454] Loss: 0.0017 Acc:99.94%
Training:Epoch[010/030] Iteration[008/454] Loss: 0.0010 Acc:99.94%
Training:Epoch[010/030] Iteration[009/454] Loss: 0.0013 Acc:99.94%
Training:Epoch[010/030] Iteration[010/454] Loss: 0.0009 Acc:99.94%
Training:Epoch[010/030] Iteration[011/454] Loss: 0.0032 Acc:99.94%
Training:Epoch[010/030] Iteration[012/454] Loss: 0.0014 Acc:99.94%
Training:Epoch[010/030] Iteration[013/454] Loss: 0.0014 Acc:99.94%
Training:Epoch[010/030] Iteration[014/454] Loss: 0.0012 Acc:99.94%
Training:Epoch[010/030] Iteration[015/454] Loss: 0.0007 Acc:99.94%
Training:Epoch[010/030] Iteration[016/454] Loss: 0.0031 Acc:99.94%
Training:Epoch[010/030] Iteration[017/454] Loss: 0.0015 Acc:99.94%
Training:Epoch[010/030] Iteration[018/454] Loss: 0.0028 Acc:99.94%
Training:Epoch[010/030] Iteration[019/454] Loss: 0.0011 Acc:99.94%
Training:Epoch[010/030] Iteration[020/454] Loss: 0.0005 Acc:99.94%
Training:Epoch[010/030] Iteration[021/454] Loss: 0.0051 Acc:99.94%
Training:Epoch[010/030] Iteration[022/454] Loss: 0.0012 Acc:99.94%
Training:Epoch[010/030] Iteration[023/454] Loss: 0.0031 Acc:99.94%
Training:Epoch[010/030] Iteration[024/454] Loss: 0.0008 Acc:99.94%
Training:Epoch[010/030] Iteration[025/454] Loss: 0.0011 Acc:99.94%
Training:Epoch[010/030] Iteration[026/454] Loss: 0.0025 Acc:99.94%
Training:Epoch[010/030] Iteration[027/454] Loss: 0.0010 Acc:99.94%
Training:Epoch[010/030] Iteration[028/454] Loss: 0.0012 Acc:99.94%
Training:Epoch[010/030] Iteration[029/454] Loss: 0.0049 Acc:99.94%
Training:Epoch[010/030] Iteration[030/454] Loss: 0.0015 Acc:99.94%
Training:Epoch[010/030] Iteration[031/454] Loss: 0.0008 Acc:99.94%
Training:Epoch[010/030] Iteration[032/454] Loss: 0.0005 Acc:99.94%
Training:Epoch[010/030] Iteration[033/454] Loss: 0.0013 Acc:99.94%
Training:Epoch[010/030] Iteration[034/454] Loss: 0.0022 Acc:99.94%
Training:Epoch[010/030] Iteration[035/454] Loss: 0.0021 Acc:99.94%
Training:Epoch[010/030] Iteration[036/454] Loss: 0.0032 Acc:99.94%
Training:Epoch[010/030] Iteration[037/454] Loss: 0.0011 Acc:99.94%
Training:Epoch[010/030] Iteration[038/454] Loss: 0.0032 Acc:99.94%
Training:Epoch[010/030] Iteration[039/454] Loss: 0.0018 Acc:99.94%
Training:Epoch[010/030] Iteration[040/454] Loss: 0.0005 Acc:99.94%
Training:Epoch[010/030] Iteration[041/454] Loss: 0.0048 Acc:99.94%
Training:Epoch[010/030] Iteration[042/454] Loss: 0.0024 Acc:99.93%
Training:Epoch[010/030] Iteration[043/454] Loss: 0.0010 Acc:99.93%
Training:Epoch[010/030] Iteration[044/454] Loss: 0.0005 Acc:99.94%
Training:Epoch[010/030] Iteration[045/454] Loss: 0.0006 Acc:99.94%
Training:Epoch[010/030] Iteration[046/454] Loss: 0.0014 Acc:99.94%
Training:Epoch[010/030] Iteration[047/454] Loss: 0.0008 Acc:99.94%
Training:Epoch[010/030] Iteration[048/454] Loss: 0.0025 Acc:99.94%
Training:Epoch[010/030] Iteration[049/454] Loss: 0.0027 Acc:99.94%
Training:Epoch[010/030] Iteration[050/454] Loss: 0.0007 Acc:99.94%
Training:Epoch[010/030] Iteration[051/454] Loss: 0.0008 Acc:99.94%
Training:Epoch[010/030] Iteration[052/454] Loss: 0.0004 Acc:99.94%
Training:Epoch[010/030] Iteration[053/454] Loss: 0.0006 Acc:99.94%
Training:Epoch[010/030] Iteration[054/454] Loss: 0.0013 Acc:99.94%
Training:Epoch[010/030] Iteration[055/454] Loss: 0.0011 Acc:99.94%
Training:Epoch[010/030] Iteration[056/454] Loss: 0.0012 Acc:99.94%
Training:Epoch[010/030] Iteration[057/454] Loss: 0.0011 Acc:99.94%
Training:Epoch[010/030] Iteration[058/454] Loss: 0.0024 Acc:99.94%
Training:Epoch[010/030] Iteration[059/454] Loss: 0.0011 Acc:99.94%
Training:Epoch[010/030] Iteration[060/454] Loss: 0.0014 Acc:99.94%
Training:Epoch[010/030] Iteration[061/454] Loss: 0.0007 Acc:99.94%
Training:Epoch[010/030] Iteration[062/454] Loss: 0.0009 Acc:99.94%
Training:Epoch[010/030] Iteration[063/454] Loss: 0.0006 Acc:99.94%
Training:Epoch[010/030] Iteration[064/454] Loss: 0.0025 Acc:99.94%
Training:Epoch[010/030] Iteration[065/454] Loss: 0.0011 Acc:99.94%
Training:Epoch[010/030] Iteration[066/454] Loss: 0.0015 Acc:99.94%
Training:Epoch[010/030] Iteration[067/454] Loss: 0.0015 Acc:99.94%
Training:Epoch[010/030] Iteration[068/454] Loss: 0.0001 Acc:99.94%
Training:Epoch[010/030] Iteration[069/454] Loss: 0.0024 Acc:99.94%
Training:Epoch[010/030] Iteration[070/454] Loss: 0.0022 Acc:99.94%
Training:Epoch[010/030] Iteration[071/454] Loss: 0.0027 Acc:99.94%
Training:Epoch[010/030] Iteration[072/454] Loss: 0.0014 Acc:99.94%
Training:Epoch[010/030] Iteration[073/454] Loss: 0.0028 Acc:99.94%
Training:Epoch[010/030] Iteration[074/454] Loss: 0.0007 Acc:99.94%
Training:Epoch[010/030] Iteration[075/454] Loss: 0.0041 Acc:99.94%
Training:Epoch[010/030] Iteration[076/454] Loss: 0.0023 Acc:99.94%
Training:Epoch[010/030] Iteration[077/454] Loss: 0.0009 Acc:99.94%
Training:Epoch[010/030] Iteration[078/454] Loss: 0.0020 Acc:99.94%
Training:Epoch[010/030] Iteration[079/454] Loss: 0.0007 Acc:99.94%
Training:Epoch[010/030] Iteration[080/454] Loss: 0.0026 Acc:99.94%
Training:Epoch[010/030] Iteration[081/454] Loss: 0.0027 Acc:99.94%
Training:Epoch[010/030] Iteration[082/454] Loss: 0.0007 Acc:99.94%
Training:Epoch[010/030] Iteration[083/454] Loss: 0.0020 Acc:99.94%
Training:Epoch[010/030] Iteration[084/454] Loss: 0.0013 Acc:99.94%
Training:Epoch[010/030] Iteration[085/454] Loss: 0.0035 Acc:99.94%
Training:Epoch[010/030] Iteration[086/454] Loss: 0.0009 Acc:99.94%
Training:Epoch[010/030] Iteration[087/454] Loss: 0.0015 Acc:99.94%
Training:Epoch[010/030] Iteration[088/454] Loss: 0.0052 Acc:99.94%
Training:Epoch[010/030] Iteration[089/454] Loss: 0.0019 Acc:99.94%
Training:Epoch[010/030] Iteration[090/454] Loss: 0.0011 Acc:99.94%
Training:Epoch[010/030] Iteration[091/454] Loss: 0.0009 Acc:99.94%
Training:Epoch[010/030] Iteration[092/454] Loss: 0.0028 Acc:99.94%
Training:Epoch[010/030] Iteration[093/454] Loss: 0.0009 Acc:99.94%
Training:Epoch[010/030] Iteration[094/454] Loss: 0.0045 Acc:99.94%
