Using cuda for training.
Training:Epoch[004/030] Iteration[040/182] Loss: 0.0842 Acc:96.52%
Training:Epoch[004/030] Iteration[041/182] Loss: 0.0832 Acc:96.54%
Training:Epoch[004/030] Iteration[042/182] Loss: 0.0873 Acc:96.55%
Training:Epoch[004/030] Iteration[043/182] Loss: 0.0927 Acc:96.55%
Training:Epoch[004/030] Iteration[044/182] Loss: 0.0893 Acc:96.55%
Training:Epoch[004/030] Iteration[045/182] Loss: 0.0867 Acc:96.56%
Training:Epoch[004/030] Iteration[046/182] Loss: 0.0881 Acc:96.56%
Training:Epoch[004/030] Iteration[047/182] Loss: 0.0868 Acc:96.56%
Training:Epoch[004/030] Iteration[048/182] Loss: 0.0836 Acc:96.57%
Training:Epoch[004/030] Iteration[049/182] Loss: 0.0873 Acc:96.57%
Training:Epoch[004/030] Iteration[050/182] Loss: 0.0856 Acc:96.58%
Training:Epoch[004/030] Iteration[051/182] Loss: 0.0833 Acc:96.58%
Training:Epoch[004/030] Iteration[052/182] Loss: 0.0858 Acc:96.58%
Training:Epoch[004/030] Iteration[053/182] Loss: 0.0845 Acc:96.58%
Training:Epoch[004/030] Iteration[054/182] Loss: 0.0875 Acc:96.58%
Training:Epoch[004/030] Iteration[055/182] Loss: 0.0863 Acc:96.58%
Training:Epoch[004/030] Iteration[056/182] Loss: 0.0897 Acc:96.59%
Training:Epoch[004/030] Iteration[057/182] Loss: 0.0870 Acc:96.59%
Training:Epoch[004/030] Iteration[058/182] Loss: 0.0822 Acc:96.59%
Training:Epoch[004/030] Iteration[059/182] Loss: 0.0920 Acc:96.59%
Training:Epoch[004/030] Iteration[060/182] Loss: 0.0837 Acc:96.60%
Training:Epoch[004/030] Iteration[061/182] Loss: 0.0865 Acc:96.60%
Training:Epoch[004/030] Iteration[062/182] Loss: 0.0812 Acc:96.60%
Training:Epoch[004/030] Iteration[063/182] Loss: 0.0855 Acc:96.61%
Training:Epoch[004/030] Iteration[064/182] Loss: 0.0892 Acc:96.60%
Training:Epoch[004/030] Iteration[065/182] Loss: 0.0850 Acc:96.61%
Training:Epoch[004/030] Iteration[066/182] Loss: 0.0892 Acc:96.61%
Training:Epoch[004/030] Iteration[067/182] Loss: 0.0889 Acc:96.61%
Training:Epoch[004/030] Iteration[068/182] Loss: 0.0840 Acc:96.61%
Training:Epoch[004/030] Iteration[069/182] Loss: 0.0849 Acc:96.62%
Training:Epoch[004/030] Iteration[070/182] Loss: 0.0886 Acc:96.62%
Training:Epoch[004/030] Iteration[071/182] Loss: 0.1001 Acc:96.61%
Training:Epoch[004/030] Iteration[072/182] Loss: 0.0819 Acc:96.62%
Training:Epoch[004/030] Iteration[073/182] Loss: 0.0980 Acc:96.61%
Training:Epoch[004/030] Iteration[074/182] Loss: 0.0794 Acc:96.62%
Training:Epoch[004/030] Iteration[075/182] Loss: 0.0868 Acc:96.62%
Training:Epoch[004/030] Iteration[076/182] Loss: 0.0864 Acc:96.63%
Training:Epoch[004/030] Iteration[077/182] Loss: 0.0850 Acc:96.63%
Training:Epoch[004/030] Iteration[078/182] Loss: 0.0847 Acc:96.63%
Training:Epoch[004/030] Iteration[079/182] Loss: 0.0890 Acc:96.63%
Training:Epoch[004/030] Iteration[080/182] Loss: 0.0848 Acc:96.63%
Training:Epoch[004/030] Iteration[081/182] Loss: 0.0911 Acc:96.63%
Training:Epoch[004/030] Iteration[082/182] Loss: 0.0829 Acc:96.63%
Training:Epoch[004/030] Iteration[083/182] Loss: 0.0812 Acc:96.64%
Training:Epoch[004/030] Iteration[084/182] Loss: 0.0859 Acc:96.64%
Training:Epoch[004/030] Iteration[085/182] Loss: 0.0839 Acc:96.64%
Training:Epoch[004/030] Iteration[086/182] Loss: 0.0857 Acc:96.64%
Training:Epoch[004/030] Iteration[087/182] Loss: 0.0841 Acc:96.64%
Training:Epoch[004/030] Iteration[088/182] Loss: 0.0848 Acc:96.65%
Training:Epoch[004/030] Iteration[089/182] Loss: 0.0945 Acc:96.64%
Training:Epoch[004/030] Iteration[090/182] Loss: 0.0802 Acc:96.65%
Training:Epoch[004/030] Iteration[091/182] Loss: 0.0804 Acc:96.65%
Training:Epoch[004/030] Iteration[092/182] Loss: 0.0953 Acc:96.65%
Training:Epoch[004/030] Iteration[093/182] Loss: 0.0875 Acc:96.65%
Training:Epoch[004/030] Iteration[094/182] Loss: 0.0914 Acc:96.65%
Training:Epoch[004/030] Iteration[095/182] Loss: 0.0841 Acc:96.65%
Training:Epoch[004/030] Iteration[096/182] Loss: 0.0977 Acc:96.65%
Training:Epoch[004/030] Iteration[097/182] Loss: 0.0861 Acc:96.65%
Training:Epoch[004/030] Iteration[098/182] Loss: 0.0875 Acc:96.65%
Training:Epoch[004/030] Iteration[099/182] Loss: 0.0915 Acc:96.65%
Training:Epoch[004/030] Iteration[100/182] Loss: 0.0826 Acc:96.65%
Training:Epoch[004/030] Iteration[101/182] Loss: 0.0878 Acc:96.65%
Training:Epoch[004/030] Iteration[102/182] Loss: 0.0898 Acc:96.66%
Training:Epoch[004/030] Iteration[103/182] Loss: 0.0945 Acc:96.65%
Training:Epoch[004/030] Iteration[104/182] Loss: 0.0779 Acc:96.66%
Training:Epoch[004/030] Iteration[105/182] Loss: 0.0958 Acc:96.65%
Training:Epoch[004/030] Iteration[106/182] Loss: 0.0872 Acc:96.65%
Training:Epoch[004/030] Iteration[107/182] Loss: 0.0818 Acc:96.66%
Training:Epoch[004/030] Iteration[108/182] Loss: 0.0893 Acc:96.66%
Training:Epoch[004/030] Iteration[109/182] Loss: 0.0859 Acc:96.66%
Training:Epoch[004/030] Iteration[110/182] Loss: 0.0857 Acc:96.66%
Training:Epoch[004/030] Iteration[111/182] Loss: 0.0846 Acc:96.66%
Training:Epoch[004/030] Iteration[112/182] Loss: 0.0855 Acc:96.66%
Training:Epoch[004/030] Iteration[113/182] Loss: 0.0875 Acc:96.66%
Training:Epoch[004/030] Iteration[114/182] Loss: 0.0851 Acc:96.66%
Training:Epoch[004/030] Iteration[115/182] Loss: 0.0849 Acc:96.66%
Training:Epoch[004/030] Iteration[116/182] Loss: 0.0808 Acc:96.67%
Training:Epoch[004/030] Iteration[117/182] Loss: 0.0841 Acc:96.67%
Training:Epoch[004/030] Iteration[118/182] Loss: 0.0811 Acc:96.67%
Training:Epoch[004/030] Iteration[119/182] Loss: 0.0894 Acc:96.67%
Training:Epoch[004/030] Iteration[120/182] Loss: 0.0928 Acc:96.67%
Training:Epoch[004/030] Iteration[121/182] Loss: 0.0862 Acc:96.67%
Training:Epoch[004/030] Iteration[122/182] Loss: 0.0850 Acc:96.67%
Training:Epoch[004/030] Iteration[123/182] Loss: 0.0902 Acc:96.67%
Training:Epoch[004/030] Iteration[124/182] Loss: 0.0828 Acc:96.67%
Training:Epoch[004/030] Iteration[125/182] Loss: 0.0830 Acc:96.67%
Training:Epoch[004/030] Iteration[126/182] Loss: 0.0897 Acc:96.67%
Training:Epoch[004/030] Iteration[127/182] Loss: 0.0890 Acc:96.67%
Training:Epoch[004/030] Iteration[128/182] Loss: 0.0803 Acc:96.68%
Training:Epoch[004/030] Iteration[129/182] Loss: 0.0861 Acc:96.68%
Training:Epoch[004/030] Iteration[130/182] Loss: 0.0852 Acc:96.68%
Training:Epoch[004/030] Iteration[131/182] Loss: 0.0820 Acc:96.68%
Training:Epoch[004/030] Iteration[132/182] Loss: 0.0754 Acc:96.69%
Training:Epoch[004/030] Iteration[133/182] Loss: 0.0886 Acc:96.69%
Training:Epoch[004/030] Iteration[134/182] Loss: 0.0803 Acc:96.69%
Training:Epoch[004/030] Iteration[135/182] Loss: 0.0824 Acc:96.69%
Training:Epoch[004/030] Iteration[136/182] Loss: 0.0919 Acc:96.69%
Training:Epoch[004/030] Iteration[137/182] Loss: 0.0826 Acc:96.69%
Training:Epoch[004/030] Iteration[138/182] Loss: 0.0826 Acc:96.69%
Training:Epoch[004/030] Iteration[139/182] Loss: 0.0862 Acc:96.69%
Training:Epoch[004/030] Iteration[140/182] Loss: 0.0793 Acc:96.70%
Training:Epoch[004/030] Iteration[141/182] Loss: 0.0795 Acc:96.70%
Training:Epoch[004/030] Iteration[142/182] Loss: 0.0744 Acc:96.70%
Training:Epoch[004/030] Iteration[143/182] Loss: 0.0803 Acc:96.70%
Training:Epoch[004/030] Iteration[144/182] Loss: 0.0859 Acc:96.70%
Training:Epoch[004/030] Iteration[145/182] Loss: 0.0883 Acc:96.70%
Training:Epoch[004/030] Iteration[146/182] Loss: 0.0864 Acc:96.70%
Training:Epoch[004/030] Iteration[147/182] Loss: 0.0791 Acc:96.71%
Training:Epoch[004/030] Iteration[148/182] Loss: 0.0929 Acc:96.70%
Training:Epoch[004/030] Iteration[149/182] Loss: 0.0778 Acc:96.70%
Training:Epoch[004/030] Iteration[150/182] Loss: 0.0834 Acc:96.71%
Training:Epoch[004/030] Iteration[151/182] Loss: 0.0819 Acc:96.71%
Training:Epoch[004/030] Iteration[152/182] Loss: 0.0823 Acc:96.71%
Training:Epoch[004/030] Iteration[153/182] Loss: 0.0806 Acc:96.71%
Training:Epoch[004/030] Iteration[154/182] Loss: 0.0828 Acc:96.71%
Training:Epoch[004/030] Iteration[155/182] Loss: 0.0923 Acc:96.71%
Training:Epoch[004/030] Iteration[156/182] Loss: 0.0831 Acc:96.71%
Training:Epoch[004/030] Iteration[157/182] Loss: 0.0911 Acc:96.71%
Training:Epoch[004/030] Iteration[158/182] Loss: 0.0840 Acc:96.71%
Training:Epoch[004/030] Iteration[159/182] Loss: 0.0802 Acc:96.71%
Training:Epoch[004/030] Iteration[160/182] Loss: 0.0803 Acc:96.71%
Training:Epoch[004/030] Iteration[161/182] Loss: 0.0800 Acc:96.71%
Training:Epoch[004/030] Iteration[162/182] Loss: 0.0788 Acc:96.72%
Training:Epoch[004/030] Iteration[163/182] Loss: 0.0922 Acc:96.72%
Training:Epoch[004/030] Iteration[164/182] Loss: 0.0838 Acc:96.72%
Training:Epoch[004/030] Iteration[165/182] Loss: 0.0850 Acc:96.72%
Training:Epoch[004/030] Iteration[166/182] Loss: 0.0788 Acc:96.72%
Training:Epoch[004/030] Iteration[167/182] Loss: 0.0835 Acc:96.72%
Training:Epoch[004/030] Iteration[168/182] Loss: 0.0826 Acc:96.72%
Training:Epoch[004/030] Iteration[169/182] Loss: 0.0870 Acc:96.72%
Training:Epoch[004/030] Iteration[170/182] Loss: 0.0817 Acc:96.72%
Training:Epoch[004/030] Iteration[171/182] Loss: 0.0827 Acc:96.72%
Training:Epoch[004/030] Iteration[172/182] Loss: 0.0849 Acc:96.72%
Training:Epoch[004/030] Iteration[173/182] Loss: 0.0770 Acc:96.73%
Training:Epoch[004/030] Iteration[174/182] Loss: 0.0864 Acc:96.73%
Training:Epoch[004/030] Iteration[175/182] Loss: 0.0789 Acc:96.73%
Training:Epoch[004/030] Iteration[176/182] Loss: 0.0892 Acc:96.73%
Training:Epoch[004/030] Iteration[177/182] Loss: 0.0772 Acc:96.73%
Training:Epoch[004/030] Iteration[178/182] Loss: 0.0756 Acc:96.73%
Training:Epoch[004/030] Iteration[179/182] Loss: 0.0796 Acc:96.74%
Training:Epoch[004/030] Iteration[180/182] Loss: 0.0830 Acc:96.74%
Training:Epoch[004/030] Iteration[181/182] Loss: 0.0754 Acc:96.74%
Training:Epoch[004/030] Iteration[182/182] Loss: 0.0877 Acc:96.74%
Valid:	 Epoch[004/030] Iteration[001/051] Loss: 0.0626 Acc:97.66%
Valid:	 Epoch[004/030] Iteration[002/051] Loss: 0.0611 Acc:97.70%
Valid:	 Epoch[004/030] Iteration[003/051] Loss: 0.0626 Acc:97.69%
Valid:	 Epoch[004/030] Iteration[004/051] Loss: 0.0575 Acc:97.72%
Valid:	 Epoch[004/030] Iteration[005/051] Loss: 0.0655 Acc:97.69%
Valid:	 Epoch[004/030] Iteration[006/051] Loss: 0.0614 Acc:97.68%
Valid:	 Epoch[004/030] Iteration[007/051] Loss: 0.0663 Acc:97.65%
Valid:	 Epoch[004/030] Iteration[008/051] Loss: 0.0568 Acc:97.68%
Valid:	 Epoch[004/030] Iteration[009/051] Loss: 0.0592 Acc:97.69%
Valid:	 Epoch[004/030] Iteration[010/051] Loss: 0.0569 Acc:97.71%
Valid:	 Epoch[004/030] Iteration[011/051] Loss: 0.0567 Acc:97.72%
Valid:	 Epoch[004/030] Iteration[012/051] Loss: 0.0574 Acc:97.73%
Valid:	 Epoch[004/030] Iteration[013/051] Loss: 0.0600 Acc:97.72%
Valid:	 Epoch[004/030] Iteration[014/051] Loss: 0.0568 Acc:97.75%
Valid:	 Epoch[004/030] Iteration[015/051] Loss: 0.0626 Acc:97.75%
Valid:	 Epoch[004/030] Iteration[016/051] Loss: 0.0584 Acc:97.76%
Valid:	 Epoch[004/030] Iteration[017/051] Loss: 0.0595 Acc:97.76%
Valid:	 Epoch[004/030] Iteration[018/051] Loss: 0.0604 Acc:97.76%
Valid:	 Epoch[004/030] Iteration[019/051] Loss: 0.0541 Acc:97.77%
Valid:	 Epoch[004/030] Iteration[020/051] Loss: 0.0617 Acc:97.77%
Valid:	 Epoch[004/030] Iteration[021/051] Loss: 0.0562 Acc:97.77%
Valid:	 Epoch[004/030] Iteration[022/051] Loss: 0.0626 Acc:97.76%
Valid:	 Epoch[004/030] Iteration[023/051] Loss: 0.0591 Acc:97.77%
Valid:	 Epoch[004/030] Iteration[024/051] Loss: 0.0638 Acc:97.76%
Valid:	 Epoch[004/030] Iteration[025/051] Loss: 0.0596 Acc:97.76%
Valid:	 Epoch[004/030] Iteration[026/051] Loss: 0.0575 Acc:97.76%
Valid:	 Epoch[004/030] Iteration[027/051] Loss: 0.0596 Acc:97.76%
Valid:	 Epoch[004/030] Iteration[028/051] Loss: 0.0615 Acc:97.76%
Valid:	 Epoch[004/030] Iteration[029/051] Loss: 0.0646 Acc:97.75%
Valid:	 Epoch[004/030] Iteration[030/051] Loss: 0.0654 Acc:97.74%
Valid:	 Epoch[004/030] Iteration[031/051] Loss: 0.0611 Acc:97.74%
Valid:	 Epoch[004/030] Iteration[032/051] Loss: 0.0537 Acc:97.75%
Valid:	 Epoch[004/030] Iteration[033/051] Loss: 0.0595 Acc:97.75%
Valid:	 Epoch[004/030] Iteration[034/051] Loss: 0.0606 Acc:97.75%
Valid:	 Epoch[004/030] Iteration[035/051] Loss: 0.0590 Acc:97.75%
Valid:	 Epoch[004/030] Iteration[036/051] Loss: 0.0604 Acc:97.75%
Valid:	 Epoch[004/030] Iteration[037/051] Loss: 0.0571 Acc:97.75%
Valid:	 Epoch[004/030] Iteration[038/051] Loss: 0.0622 Acc:97.74%
Valid:	 Epoch[004/030] Iteration[039/051] Loss: 0.0669 Acc:97.74%
Valid:	 Epoch[004/030] Iteration[040/051] Loss: 0.0547 Acc:97.74%
Valid:	 Epoch[004/030] Iteration[041/051] Loss: 0.0610 Acc:97.74%
Valid:	 Epoch[004/030] Iteration[042/051] Loss: 0.0587 Acc:97.74%
Valid:	 Epoch[004/030] Iteration[043/051] Loss: 0.0606 Acc:97.74%
Valid:	 Epoch[004/030] Iteration[044/051] Loss: 0.0611 Acc:97.75%
Valid:	 Epoch[004/030] Iteration[045/051] Loss: 0.0904 Acc:97.72%
Valid:	 Epoch[004/030] Iteration[046/051] Loss: 0.3391 Acc:97.52%
Valid:	 Epoch[004/030] Iteration[047/051] Loss: 0.3381 Acc:97.32%
Valid:	 Epoch[004/030] Iteration[048/051] Loss: 0.3581 Acc:97.13%
Valid:	 Epoch[004/030] Iteration[049/051] Loss: 0.3400 Acc:96.94%
Valid:	 Epoch[004/030] Iteration[050/051] Loss: 0.3410 Acc:96.77%
Valid:	 Epoch[004/030] Iteration[051/051] Loss: 0.3242 Acc:96.77%
Training:Epoch[005/030] Iteration[001/182] Loss: 0.0906 Acc:96.65%
Training:Epoch[005/030] Iteration[002/182] Loss: 0.0815 Acc:96.75%
Training:Epoch[005/030] Iteration[003/182] Loss: 0.0778 Acc:96.85%
Training:Epoch[005/030] Iteration[004/182] Loss: 0.0890 Acc:96.79%
Training:Epoch[005/030] Iteration[005/182] Loss: 0.0814 Acc:96.82%
Training:Epoch[005/030] Iteration[006/182] Loss: 0.0931 Acc:96.75%
Training:Epoch[005/030] Iteration[007/182] Loss: 0.0796 Acc:96.82%
Training:Epoch[005/030] Iteration[008/182] Loss: 0.0849 Acc:96.81%
Training:Epoch[005/030] Iteration[009/182] Loss: 0.0788 Acc:96.82%
Training:Epoch[005/030] Iteration[010/182] Loss: 0.0873 Acc:96.81%
Training:Epoch[005/030] Iteration[011/182] Loss: 0.0759 Acc:96.84%
Training:Epoch[005/030] Iteration[012/182] Loss: 0.0779 Acc:96.85%
Training:Epoch[005/030] Iteration[013/182] Loss: 0.0819 Acc:96.87%
Training:Epoch[005/030] Iteration[014/182] Loss: 0.0773 Acc:96.88%
Training:Epoch[005/030] Iteration[015/182] Loss: 0.0817 Acc:96.88%
Training:Epoch[005/030] Iteration[016/182] Loss: 0.0718 Acc:96.90%
Training:Epoch[005/030] Iteration[017/182] Loss: 0.0838 Acc:96.90%
Training:Epoch[005/030] Iteration[018/182] Loss: 0.0772 Acc:96.91%
Training:Epoch[005/030] Iteration[019/182] Loss: 0.0813 Acc:96.91%
Training:Epoch[005/030] Iteration[020/182] Loss: 0.0836 Acc:96.91%
Training:Epoch[005/030] Iteration[021/182] Loss: 0.0799 Acc:96.91%
Training:Epoch[005/030] Iteration[022/182] Loss: 0.0734 Acc:96.92%
Training:Epoch[005/030] Iteration[023/182] Loss: 0.0844 Acc:96.92%
Training:Epoch[005/030] Iteration[024/182] Loss: 0.0805 Acc:96.92%
Training:Epoch[005/030] Iteration[025/182] Loss: 0.0797 Acc:96.92%
Training:Epoch[005/030] Iteration[026/182] Loss: 0.0844 Acc:96.92%
Training:Epoch[005/030] Iteration[027/182] Loss: 0.0777 Acc:96.93%
Training:Epoch[005/030] Iteration[028/182] Loss: 0.0779 Acc:96.94%
Training:Epoch[005/030] Iteration[029/182] Loss: 0.0829 Acc:96.93%
Training:Epoch[005/030] Iteration[030/182] Loss: 0.0835 Acc:96.93%
Training:Epoch[005/030] Iteration[031/182] Loss: 0.0909 Acc:96.92%
Training:Epoch[005/030] Iteration[032/182] Loss: 0.0781 Acc:96.92%
Training:Epoch[005/030] Iteration[033/182] Loss: 0.0922 Acc:96.91%
Training:Epoch[005/030] Iteration[034/182] Loss: 0.0764 Acc:96.91%
Training:Epoch[005/030] Iteration[035/182] Loss: 0.0862 Acc:96.91%
Training:Epoch[005/030] Iteration[036/182] Loss: 0.0902 Acc:96.90%
Training:Epoch[005/030] Iteration[037/182] Loss: 0.0727 Acc:96.92%
Training:Epoch[005/030] Iteration[038/182] Loss: 0.0782 Acc:96.92%
Training:Epoch[005/030] Iteration[039/182] Loss: 0.0853 Acc:96.92%
Training:Epoch[005/030] Iteration[040/182] Loss: 0.0862 Acc:96.91%
Training:Epoch[005/030] Iteration[041/182] Loss: 0.0806 Acc:96.91%
Training:Epoch[005/030] Iteration[042/182] Loss: 0.0890 Acc:96.90%
Training:Epoch[005/030] Iteration[043/182] Loss: 0.0785 Acc:96.91%
Training:Epoch[005/030] Iteration[044/182] Loss: 0.0846 Acc:96.90%
Training:Epoch[005/030] Iteration[045/182] Loss: 0.0748 Acc:96.91%
Training:Epoch[005/030] Iteration[046/182] Loss: 0.0803 Acc:96.91%
Training:Epoch[005/030] Iteration[047/182] Loss: 0.0765 Acc:96.92%
Training:Epoch[005/030] Iteration[048/182] Loss: 0.0785 Acc:96.92%
Training:Epoch[005/030] Iteration[049/182] Loss: 0.0757 Acc:96.92%
Training:Epoch[005/030] Iteration[050/182] Loss: 0.0785 Acc:96.92%
Training:Epoch[005/030] Iteration[051/182] Loss: 0.0753 Acc:96.93%
Training:Epoch[005/030] Iteration[052/182] Loss: 0.0819 Acc:96.93%
Training:Epoch[005/030] Iteration[053/182] Loss: 0.0776 Acc:96.94%
Training:Epoch[005/030] Iteration[054/182] Loss: 0.0865 Acc:96.94%
Training:Epoch[005/030] Iteration[055/182] Loss: 0.0785 Acc:96.94%
Training:Epoch[005/030] Iteration[056/182] Loss: 0.0793 Acc:96.94%
Training:Epoch[005/030] Iteration[057/182] Loss: 0.0856 Acc:96.93%
Training:Epoch[005/030] Iteration[058/182] Loss: 0.0745 Acc:96.94%
Training:Epoch[005/030] Iteration[059/182] Loss: 0.0813 Acc:96.94%
Training:Epoch[005/030] Iteration[060/182] Loss: 0.0736 Acc:96.95%
Training:Epoch[005/030] Iteration[061/182] Loss: 0.0775 Acc:96.95%
Training:Epoch[005/030] Iteration[062/182] Loss: 0.0721 Acc:96.95%
Training:Epoch[005/030] Iteration[063/182] Loss: 0.0727 Acc:96.96%
Training:Epoch[005/030] Iteration[064/182] Loss: 0.0812 Acc:96.96%
Training:Epoch[005/030] Iteration[065/182] Loss: 0.0769 Acc:96.96%
Training:Epoch[005/030] Iteration[066/182] Loss: 0.0760 Acc:96.97%
Training:Epoch[005/030] Iteration[067/182] Loss: 0.0745 Acc:96.97%
Training:Epoch[005/030] Iteration[068/182] Loss: 0.0797 Acc:96.97%
Training:Epoch[005/030] Iteration[069/182] Loss: 0.0747 Acc:96.98%
Training:Epoch[005/030] Iteration[070/182] Loss: 0.0788 Acc:96.98%
Training:Epoch[005/030] Iteration[071/182] Loss: 0.0762 Acc:96.98%
Training:Epoch[005/030] Iteration[072/182] Loss: 0.0811 Acc:96.98%
Training:Epoch[005/030] Iteration[073/182] Loss: 0.0830 Acc:96.98%
Training:Epoch[005/030] Iteration[074/182] Loss: 0.0759 Acc:96.98%
Training:Epoch[005/030] Iteration[075/182] Loss: 0.0769 Acc:96.98%
Training:Epoch[005/030] Iteration[076/182] Loss: 0.0731 Acc:96.99%
Training:Epoch[005/030] Iteration[077/182] Loss: 0.0832 Acc:96.98%
Training:Epoch[005/030] Iteration[078/182] Loss: 0.0798 Acc:96.98%
Training:Epoch[005/030] Iteration[079/182] Loss: 0.0825 Acc:96.98%
Training:Epoch[005/030] Iteration[080/182] Loss: 0.0825 Acc:96.98%
Training:Epoch[005/030] Iteration[081/182] Loss: 0.0726 Acc:96.99%
Training:Epoch[005/030] Iteration[082/182] Loss: 0.0723 Acc:96.99%
Training:Epoch[005/030] Iteration[083/182] Loss: 0.0853 Acc:96.99%
Training:Epoch[005/030] Iteration[084/182] Loss: 0.0852 Acc:96.98%
Training:Epoch[005/030] Iteration[085/182] Loss: 0.0815 Acc:96.98%
Training:Epoch[005/030] Iteration[086/182] Loss: 0.0828 Acc:96.98%
Training:Epoch[005/030] Iteration[087/182] Loss: 0.0743 Acc:96.99%
Training:Epoch[005/030] Iteration[088/182] Loss: 0.0736 Acc:96.99%
Training:Epoch[005/030] Iteration[089/182] Loss: 0.0809 Acc:96.99%
Training:Epoch[005/030] Iteration[090/182] Loss: 0.0753 Acc:96.99%
Training:Epoch[005/030] Iteration[091/182] Loss: 0.0733 Acc:96.99%
Training:Epoch[005/030] Iteration[092/182] Loss: 0.0775 Acc:97.00%
Training:Epoch[005/030] Iteration[093/182] Loss: 0.0702 Acc:97.00%
Training:Epoch[005/030] Iteration[094/182] Loss: 0.0771 Acc:97.00%
Training:Epoch[005/030] Iteration[095/182] Loss: 0.0718 Acc:97.00%
Training:Epoch[005/030] Iteration[096/182] Loss: 0.0775 Acc:97.01%
Training:Epoch[005/030] Iteration[097/182] Loss: 0.0749 Acc:97.01%
Training:Epoch[005/030] Iteration[098/182] Loss: 0.0706 Acc:97.01%
Training:Epoch[005/030] Iteration[099/182] Loss: 0.0768 Acc:97.01%
Training:Epoch[005/030] Iteration[100/182] Loss: 0.0792 Acc:97.01%
Training:Epoch[005/030] Iteration[101/182] Loss: 0.0778 Acc:97.01%
Training:Epoch[005/030] Iteration[102/182] Loss: 0.0826 Acc:97.01%
Training:Epoch[005/030] Iteration[103/182] Loss: 0.0788 Acc:97.01%
Training:Epoch[005/030] Iteration[104/182] Loss: 0.0728 Acc:97.01%
Training:Epoch[005/030] Iteration[105/182] Loss: 0.0681 Acc:97.02%
Training:Epoch[005/030] Iteration[106/182] Loss: 0.0749 Acc:97.02%
Training:Epoch[005/030] Iteration[107/182] Loss: 0.0719 Acc:97.02%
Training:Epoch[005/030] Iteration[108/182] Loss: 0.0891 Acc:97.02%
Training:Epoch[005/030] Iteration[109/182] Loss: 0.0768 Acc:97.02%
Training:Epoch[005/030] Iteration[110/182] Loss: 0.0791 Acc:97.02%
Training:Epoch[005/030] Iteration[111/182] Loss: 0.0885 Acc:97.02%
Training:Epoch[005/030] Iteration[112/182] Loss: 0.0762 Acc:97.02%
Training:Epoch[005/030] Iteration[113/182] Loss: 0.0796 Acc:97.02%
Training:Epoch[005/030] Iteration[114/182] Loss: 0.0779 Acc:97.02%
Training:Epoch[005/030] Iteration[115/182] Loss: 0.0749 Acc:97.02%
Training:Epoch[005/030] Iteration[116/182] Loss: 0.0711 Acc:97.03%
Training:Epoch[005/030] Iteration[117/182] Loss: 0.0736 Acc:97.03%
Training:Epoch[005/030] Iteration[118/182] Loss: 0.0723 Acc:97.03%
Training:Epoch[005/030] Iteration[119/182] Loss: 0.0738 Acc:97.03%
Training:Epoch[005/030] Iteration[120/182] Loss: 0.0785 Acc:97.03%
Training:Epoch[005/030] Iteration[121/182] Loss: 0.0754 Acc:97.03%
Training:Epoch[005/030] Iteration[122/182] Loss: 0.0746 Acc:97.03%
Training:Epoch[005/030] Iteration[123/182] Loss: 0.0708 Acc:97.03%
Training:Epoch[005/030] Iteration[124/182] Loss: 0.0721 Acc:97.04%
Training:Epoch[005/030] Iteration[125/182] Loss: 0.0722 Acc:97.04%
Training:Epoch[005/030] Iteration[126/182] Loss: 0.0685 Acc:97.04%
Training:Epoch[005/030] Iteration[127/182] Loss: 0.0786 Acc:97.04%
Training:Epoch[005/030] Iteration[128/182] Loss: 0.0788 Acc:97.04%
Training:Epoch[005/030] Iteration[129/182] Loss: 0.0807 Acc:97.04%
Training:Epoch[005/030] Iteration[130/182] Loss: 0.0730 Acc:97.04%
Training:Epoch[005/030] Iteration[131/182] Loss: 0.0928 Acc:97.04%
Training:Epoch[005/030] Iteration[132/182] Loss: 0.0750 Acc:97.04%
Training:Epoch[005/030] Iteration[133/182] Loss: 0.0857 Acc:97.04%
Training:Epoch[005/030] Iteration[134/182] Loss: 0.0806 Acc:97.04%
Training:Epoch[005/030] Iteration[135/182] Loss: 0.0786 Acc:97.04%
Training:Epoch[005/030] Iteration[136/182] Loss: 0.0778 Acc:97.04%
Training:Epoch[005/030] Iteration[137/182] Loss: 0.0791 Acc:97.04%
Training:Epoch[005/030] Iteration[138/182] Loss: 0.0783 Acc:97.04%
Training:Epoch[005/030] Iteration[139/182] Loss: 0.0696 Acc:97.04%
Training:Epoch[005/030] Iteration[140/182] Loss: 0.0712 Acc:97.04%
Training:Epoch[005/030] Iteration[141/182] Loss: 0.0736 Acc:97.04%
Training:Epoch[005/030] Iteration[142/182] Loss: 0.0743 Acc:97.05%
Training:Epoch[005/030] Iteration[143/182] Loss: 0.0727 Acc:97.05%
Training:Epoch[005/030] Iteration[144/182] Loss: 0.0737 Acc:97.05%
Training:Epoch[005/030] Iteration[145/182] Loss: 0.0748 Acc:97.05%
Training:Epoch[005/030] Iteration[146/182] Loss: 0.0672 Acc:97.05%
Training:Epoch[005/030] Iteration[147/182] Loss: 0.0801 Acc:97.05%
Training:Epoch[005/030] Iteration[148/182] Loss: 0.0777 Acc:97.05%
Training:Epoch[005/030] Iteration[149/182] Loss: 0.0742 Acc:97.06%
Training:Epoch[005/030] Iteration[150/182] Loss: 0.0819 Acc:97.05%
Training:Epoch[005/030] Iteration[151/182] Loss: 0.0676 Acc:97.06%
